code	level	term	prefix	range	group
8073/3	Preferred	Squamous cell carcinoma, small cell, nonkeratinizing	807	805-808	Squamous cell neoplasms
8073/3	Synonym	Epidermoid carcinoma, small cell, nonkeratinizing	807	805-808	Squamous cell neoplasms
8074/3	Preferred	Squamous cell carcinoma, spindle cell	807	805-808	Squamous cell neoplasms
8074/3	Synonym	Epidermoid carcinoma, spindle cell	807	805-808	Squamous cell neoplasms
8074/3	Synonym	Squamous cell carcinoma, sarcomatoid	807	805-808	Squamous cell neoplasms
8075/3	Preferred	Squamous cell carcinoma, adenoid	807	805-808	Squamous cell neoplasms
8075/3	Synonym	Squamous cell carcinoma, acantholytic	807	805-808	Squamous cell neoplasms
8075/3	Synonym	Squamous cell carcinoma, pseudoglandular	807	805-808	Squamous cell neoplasms
8076/2	Preferred	Squamous cell carcinoma in situ with questionable stromal invasion	807	805-808	Squamous cell neoplasms
8076/2	Synonym	Epidermoid carcinoma in situ with questionable stromal invasion	807	805-808	Squamous cell neoplasms
8076/3	Preferred	Squamous cell carcinoma, microinvasive	807	805-808	Squamous cell neoplasms
8077/0	Preferred	Squamous intraepithelial neoplasia, low grade	807	805-808	Squamous cell neoplasms
8077/0	Synonym	Squamous intraepithelial neoplasia, grade I	807	805-808	Squamous cell neoplasms
8077/0	Synonym	Low grade squamous intraepithelial lesion	807	805-808	Squamous cell neoplasms
8077/2	Preferred	Squamous intraepithelial neoplasia, high grade	807	805-808	Squamous cell neoplasms
8077/2	Synonym	Squamous intraepithelial neoplasia, grade II	807	805-808	Squamous cell neoplasms
8077/2	Synonym	Squamous intraepithelial neoplasia, grade III	807	805-808	Squamous cell neoplasms
8077/2	Synonym	Squamous dysplasia, high grade	807	805-808	Squamous cell neoplasms
8077/2	Synonym	High grade squamous intraepithelial lesion	807	805-808	Squamous cell neoplasms
8077/2	Synonym	AIN III	807	805-808	Squamous cell neoplasms
8077/2	Synonym	CIN III, NOS	807	805-808	Squamous cell neoplasms
8077/2	Synonym	CIN III with severe dysplasia	807	805-808	Squamous cell neoplasms
8077/2	Synonym	VAIN III	807	805-808	Squamous cell neoplasms
8077/2	Synonym	VIN III	807	805-808	Squamous cell neoplasms
8078/3	Preferred	Squamous cell carcinoma with horn formation	807	805-808	Squamous cell neoplasms
8080/2	Preferred	Queyrat erythroplasia	808	805-808	Squamous cell neoplasms
8081/2	Preferred	Bowen disease	808	805-808	Squamous cell neoplasms
8081/2	Synonym	Intraepidermal squamous cell carcinoma, Bowen type	808	805-808	Squamous cell neoplasms
8082/3	Preferred	Lymphoepithelial carcinoma	808	805-808	Squamous cell neoplasms
8082/3	Synonym	Lymphoepithelioma	808	805-808	Squamous cell neoplasms
8082/3	Synonym	Lymphoepithelioma-like carcinoma	808	805-808	Squamous cell neoplasms
8083/3	Preferred	Basaloid squamous cell carcinoma	808	805-808	Squamous cell neoplasms
8084/0	Preferred	Clear cell acanthoma	808	805-808	Squamous cell neoplasms
8084/3	Preferred	Squamous cell carcinoma, clear cell type	808	805-808	Squamous cell neoplasms
8085/3	Preferred	Squamous cell carcinoma, HPV-positive	808	805-808	Squamous cell neoplasms
8086/3	Preferred	Squamous cell carcinoma, HPV-negative	808	805-808	Squamous cell neoplasms
8090/1	Preferred	Basal cell tumor	809	809-811	Basal cell neoplasms
8090/3	Preferred	Basal cell carcinoma, NOS	809	809-811	Basal cell neoplasms
8090/3	Synonym	Basal cell epithelioma	809	809-811	Basal cell neoplasms
8090/3	Synonym	Rodent ulcer	809	809-811	Basal cell neoplasms
8091/3	Preferred	Superficial basal cell carcinoma	809	809-811	Basal cell neoplasms
8091/3	Synonym	Multifocal superficial basal cell carcinoma	809	809-811	Basal cell neoplasms
8091/3	Synonym	Multicentric basal cell carcinoma	809	809-811	Basal cell neoplasms
8092/3	Preferred	Infiltrating basal cell carcinoma, NOS	809	809-811	Basal cell neoplasms
8092/3	Synonym	Basal cell carcinoma, desmoplastic type	809	809-811	Basal cell neoplasms
8092/3	Synonym	Basal cell carcinoma, morpheic	809	809-811	Basal cell neoplasms
8093/3	Preferred	Basal cell carcinoma, fibroepithelial	809	809-811	Basal cell neoplasms
8093/3	Synonym	Fibroepithelioma, NOS	809	809-811	Basal cell neoplasms
8093/3	Synonym	Fibroepithelioma of Pinkus type	809	809-811	Basal cell neoplasms
8093/3	Synonym	Fibroepithelial basal cell carcinoma, Pinkus type	809	809-811	Basal cell neoplasms
8093/3	Synonym	Pinkus tumor	809	809-811	Basal cell neoplasms
8094/3	Preferred	Basosquamous carcinoma	809	809-811	Basal cell neoplasms
8094/3	Synonym	Mixed basal-squamous cell carcinoma	809	809-811	Basal cell neoplasms
8095/3	Preferred	Metatypical carcinoma	809	809-811	Basal cell neoplasms
8096/0	Preferred	Intraepidermal epithelioma of Jadassohn	809	809-811	Basal cell neoplasms
8097/3	Preferred	Basal cell carcinoma, nodular	809	809-811	Basal cell neoplasms
8098/3	Preferred	Adenoid basal carcinoma	809	809-811	Basal cell neoplasms
8100/0	Preferred	Trichoepithelioma	810	809-811	Basal cell neoplasms
8100/0	Synonym	Brooke tumor	810	809-811	Basal cell neoplasms
8100/0	Synonym	Epithelioma adenoides cysticum	810	809-811	Basal cell neoplasms
8100/3	Preferred	Trichoblastic carcinoma	810	809-811	Basal cell neoplasms
8101/0	Preferred	Trichofolliculoma	810	809-811	Basal cell neoplasms
8102/0	Preferred	Trichilemmoma	810	809-811	Basal cell neoplasms
8102/3	Preferred	Trichilemmocarcinoma	810	809-811	Basal cell neoplasms
8102/3	Synonym	Trichilemmal carcinoma	810	809-811	Basal cell neoplasms
8103/0	Preferred	Pilar tumor	810	809-811	Basal cell neoplasms
8103/1	Preferred	Proliferating trichilemmal cyst	810	809-811	Basal cell neoplasms
8103/1	Synonym	Proliferating trichilemmal tumor	810	809-811	Basal cell neoplasms
8104/0	Preferred	Pilar sheath acanthoma	810	809-811	Basal cell neoplasms
8110/0	Preferred	Pilomatricoma, NOS	811	809-811	Basal cell neoplasms
8110/0	Synonym	Pilomatrixoma, NOS	811	809-811	Basal cell neoplasms
8110/0	Synonym	Calcifying epithelioma of Malherbe	811	809-811	Basal cell neoplasms
8110/3	Preferred	Pilomatrical carcinoma	811	809-811	Basal cell neoplasms
8110/3	Synonym	Pilomatrix carcinoma	811	809-811	Basal cell neoplasms
8110/3	Synonym	Matrical carcinoma	811	809-811	Basal cell neoplasms
8110/3	Synonym	Pilomatricoma, malignant	811	809-811	Basal cell neoplasms
8110/3	Synonym	Pilomatrixoma, malignant	811	809-811	Basal cell neoplasms
8120/0	Preferred	Urothelial papilloma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8120/0	Synonym	Transitional cell papilloma, benign	812	812-813	Transitional cell papillomas and carcinomas
8120/0	Synonym	Transitional papilloma	812	812-813	Transitional cell papillomas and carcinomas
8120/0	Synonym	Transitional cell papilloma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8120/0	Synonym	Papilloma of bladder	812	812-813	Transitional cell papillomas and carcinomas
8120/2	Preferred	Urothelial carcinoma in situ	812	812-813	Transitional cell papillomas and carcinomas
8120/2	Synonym	Transitional cell carcinoma in situ	812	812-813	Transitional cell papillomas and carcinomas
8120/3	Preferred	Transitional cell carcinoma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8120/3	Synonym	Urothelial carcinoma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8121/0	Preferred	Sinonasal papilloma, exophytic	812	812-813	Transitional cell papillomas and carcinomas
8121/0	Synonym	Schneiderian papilloma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8121/0	Synonym	Sinonasal papilloma, NOS	812	812-813	Transitional cell papillomas and carcinomas
8121/0	Synonym	Sinonasal papilloma, fungiform	812	812-813	Transitional cell papillomas and carcinomas
8121/0	Synonym	Transitional cell papilloma, inverted, NOS	812	812-813	Transitional cell papillomas and carcinomas
8121/1	Preferred	Sinonasal papilloma, inverted	812	812-813	Transitional cell papillomas and carcinomas
8121/3	Preferred	Schneiderian carcinoma	812	812-813	Transitional cell papillomas and carcinomas
8122/3	Preferred	Urothelial carcinoma, sarcomatoid 	812	812-813	Transitional cell papillomas and carcinomas
8122/3	Synonym	Urothelial carcinoma, spindle cell	812	812-813	Transitional cell papillomas and carcinomas
8122/3	Synonym	Transitional cell carcinoma, spindle cell	812	812-813	Transitional cell papillomas and carcinomas
8122/3	Synonym	Transitional cell carcinoma, sarcomatoid	812	812-813	Transitional cell papillomas and carcinomas
8123/3	Preferred	Basaloid carcinoma	812	812-813	Transitional cell papillomas and carcinomas
8124/3	Preferred	Cloacogenic carcinoma	812	812-813	Transitional cell papillomas and carcinomas
8130/1	Preferred	Papillary urothelial neoplasm of low malignant potential	813	812-813	Transitional cell papillomas and carcinomas
8130/1	Synonym	Papillary transitional cell neoplasm of low malignant potential	813	812-813	Transitional cell papillomas and carcinomas
8130/2	Preferred	Papillary urothelial carcinoma, non-invasive	813	812-813	Transitional cell papillomas and carcinomas
8130/2	Synonym	Papillary transitional cell carcinoma, non-invasive	813	812-813	Transitional cell papillomas and carcinomas
8130/3	Preferred	Papillary transitional cell carcinoma	813	812-813	Transitional cell papillomas and carcinomas
8130/3	Synonym	Papillary urothelial carcinoma	813	812-813	Transitional cell papillomas and carcinomas
8131/3	Preferred	Urothelial carcinoma, micropapillary	813	812-813	Transitional cell papillomas and carcinomas
8131/3	Synonym	Transitional cell carcinoma, micropapillary	813	812-813	Transitional cell papillomas and carcinomas
8140/0	Preferred	Adenoma, NOS	814	814-838	Adenomas and adenocarcinomas
8140/1	Preferred	Atypical adenoma	814	814-838	Adenomas and adenocarcinomas
8140/1	Synonym	Bronchial adenoma, NOS	814	814-838	Adenomas and adenocarcinomas
8140/2	Preferred	Adenocarcinoma in situ, NOS	814	814-838	Adenomas and adenocarcinomas
8140/3	Preferred	Adenocarcinoma, NOS	814	814-838	Adenomas and adenocarcinomas
8140/3	Synonym	Adenocarcinoma, usual type	814	814-838	Adenomas and adenocarcinomas
8140/6	Preferred	Adenocarcinoma, metastatic, NOS	814	814-838	Adenomas and adenocarcinomas
8141/3	Preferred	Scirrhous adenocarcinoma	814	814-838	Adenomas and adenocarcinomas
8141/3	Synonym	Carcinoma with productive fibrosis	814	814-838	Adenomas and adenocarcinomas
8141/3	Synonym	Scirrhous carcinoma	814	814-838	Adenomas and adenocarcinomas
8142/3	Preferred	Linitis plastica	814	814-838	Adenomas and adenocarcinomas
8143/3	Preferred	Superficial spreading adenocarcinoma	814	814-838	Adenomas and adenocarcinomas
8144/0	Preferred	Adenoma, intestinal type	814	814-838	Adenomas and adenocarcinomas
8144/3	Preferred	Adenocarcinoma, intestinal type	814	814-838	Adenomas and adenocarcinomas
8144/3	Synonym	Adenocarcinoma, enteric	814	814-838	Adenomas and adenocarcinomas
8144/3	Synonym	Carcinoma, intestinal type	814	814-838	Adenomas and adenocarcinomas
8144/3	Synonym	Mucinous carcinoma, intestinal type	814	814-838	Adenomas and adenocarcinomas
8145/3	Preferred	Carcinoma, diffuse type	814	814-838	Adenomas and adenocarcinomas
8145/3	Synonym	Adenocarcinoma, diffuse type	814	814-838	Adenomas and adenocarcinomas
8146/0	Preferred	Monomorphic adenoma	814	814-838	Adenomas and adenocarcinomas
8147/0	Preferred	Basal cell adenoma	814	814-838	Adenomas and adenocarcinomas
8147/3	Preferred	Basal cell adenocarcinoma	814	814-838	Adenomas and adenocarcinomas
8148/0	Preferred	Glandular intraepithelial neoplasia, low grade	814	814-838	Adenomas and adenocarcinomas
8148/0	Synonym	Glandular intraepithelial neoplasia, grade I	814	814-838	Adenomas and adenocarcinomas
8148/0	Synonym	Glandular intraepithelial neoplasia, grade II	814	814-838	Adenomas and adenocarcinomas
8148/2	Preferred	Glandular intraepithelial neoplasia, high grade	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	Glandular intraepithelial neoplasia, grade III	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	Flat intraepithelial neoplasia, high grade	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	Biliary intraepithelial neoplasia, grade 3 (BilIN-3)	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	Esophageal intraepithelial neoplasia, high grade	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	PIN III	814	814-838	Adenomas and adenocarcinomas
8148/2	Synonym	Prostatic intraepithelial neoplasia, high grade	814	814-838	Adenomas and adenocarcinomas
8149/0	Preferred	Canalicular adenoma	814	814-838	Adenomas and adenocarcinomas
8150/0	Preferred	Pancreatic neuroendocrine microadenoma	815	814-838	Adenomas and adenocarcinomas
8150/0	Synonym	Pancreatic endocrine tumor, benign	815	814-838	Adenomas and adenocarcinomas
8150/0	Synonym	Islet cell tumor, benign	815	814-838	Adenomas and adenocarcinomas
8150/3	Preferred	Pancreatic neuroendocrine tumor, nonfunctioning	815	814-838	Adenomas and adenocarcinomas
8150/3	Synonym	Pancreatic endocrine tumor, nonfunctioning	815	814-838	Adenomas and adenocarcinomas
8150/3	Synonym	Pancreatic endocrine tumor, NOS	815	814-838	Adenomas and adenocarcinomas
8151/3	Preferred	Insulinoma, NOS	815	814-838	Adenomas and adenocarcinomas
8151/3	Synonym	Beta cell adenoma	815	814-838	Adenomas and adenocarcinomas
8151/3	Synonym	Beta cell tumor, malignant	815	814-838	Adenomas and adenocarcinomas
8152/3	Preferred	Glucagonoma, NOS	815	814-838	Adenomas and adenocarcinomas
8152/3	Synonym	Alpha cell tumor, NOS	815	814-838	Adenomas and adenocarcinomas
8152/3	Synonym	PP/PYY producing tumor	815	814-838	Adenomas and adenocarcinomas
8153/3	Preferred	Gastrinoma, NOS	815	814-838	Adenomas and adenocarcinomas
8153/3	Synonym	G cell tumor, NOS	815	814-838	Adenomas and adenocarcinomas
8153/3	Synonym	Gastrin cell tumor	815	814-838	Adenomas and adenocarcinomas
8154/3	Preferred	Mixed neuroendocrine non-neuroendocrine neoplasm (MiNEN)	815	814-838	Adenomas and adenocarcinomas
8154/3	Synonym	Mixed islet cell and exocrine adenocarcinoma	815	814-838	Adenomas and adenocarcinomas
8154/3	Synonym	Mixed acinar-neuroendocrine carcinoma	815	814-838	Adenomas and adenocarcinomas
8154/3	Synonym	Mixed ductal-neuroendocrine carcinoma	815	814-838	Adenomas and adenocarcinomas
8155/3	Preferred	Vipoma, NOS	815	814-838	Adenomas and adenocarcinomas
8156/3	Preferred	Somatostatinoma, NOS	815	814-838	Adenomas and adenocarcinomas
8156/3	Synonym	Somatostatin cell tumor, NOS	815	814-838	Adenomas and adenocarcinomas
8158/3	Preferred	ACTH-producing tumor	815	814-838	Adenomas and adenocarcinomas
8160/0	Preferred	Bile duct adenoma	816	814-838	Adenomas and adenocarcinomas
8160/0	Synonym	Cholangioma	816	814-838	Adenomas and adenocarcinomas
8160/3	Preferred	Cholangiocarcinoma	816	814-838	Adenomas and adenocarcinomas
8160/3	Synonym	Bile duct adenocarcinoma	816	814-838	Adenomas and adenocarcinomas
8160/3	Synonym	Bile duct carcinoma	816	814-838	Adenomas and adenocarcinomas
8161/0	Preferred	Bile duct cystadenoma	816	814-838	Adenomas and adenocarcinomas
8161/3	Preferred	Bile duct cystadenocarcinoma	816	814-838	Adenomas and adenocarcinomas
8162/3	Preferred	Klatskin tumor	816	814-838	Adenomas and adenocarcinomas
8163/0	Preferred	Pancreatobiliary neoplasm, non-invasive	816	814-838	Adenomas and adenocarcinomas
8163/0	Synonym	Non-invasive pancreatobiliary papillary neoplasm with low grade dysplasia	816	814-838	Adenomas and adenocarcinomas
8163/0	Synonym	Non-invasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia	816	814-838	Adenomas and adenocarcinomas
8163/2	Preferred	Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia	816	814-838	Adenomas and adenocarcinomas
8163/2	Synonym	Non-invasive pancreatobiliary papillary neoplasm with high grade dysplasia	816	814-838	Adenomas and adenocarcinomas
8163/2	Synonym	Non-invasive pancreatobiliary papillary neoplasm with high grade intraepithelial neoplasia	816	814-838	Adenomas and adenocarcinomas
8163/3	Preferred	Pancreatobiliary type carcinoma	816	814-838	Adenomas and adenocarcinomas
8163/3	Synonym	Adenocarcinoma, pancreatobiliary type	816	814-838	Adenomas and adenocarcinomas
8170/0	Preferred	Liver cell adenoma	817	814-838	Adenomas and adenocarcinomas
8170/0	Synonym	Hepatocellular adenoma	817	814-838	Adenomas and adenocarcinomas
8170/0	Synonym	Hepatoma, benign	817	814-838	Adenomas and adenocarcinomas
8170/3	Preferred	Hepatocellular carcinoma, NOS	817	814-838	Adenomas and adenocarcinomas
8170/3	Synonym	Hepatoma, NOS	817	814-838	Adenomas and adenocarcinomas
8170/3	Synonym	Hepatocarcinoma	817	814-838	Adenomas and adenocarcinomas
8170/3	Synonym	Hepatoma, malignant	817	814-838	Adenomas and adenocarcinomas
8170/3	Synonym	Liver cell carcinoma	817	814-838	Adenomas and adenocarcinomas
8171/3	Preferred	Hepatocellular carcinoma, fibrolamellar	817	814-838	Adenomas and adenocarcinomas
8172/3	Preferred	Hepatocellular carcinoma, scirrhous	817	814-838	Adenomas and adenocarcinomas
8172/3	Synonym	Sclerosing hepatic carcinoma	817	814-838	Adenomas and adenocarcinomas
8173/3	Preferred	Hepatocellular carcinoma, spindle cell variant	817	814-838	Adenomas and adenocarcinomas
8173/3	Synonym	Hepatocellular carcinoma, sarcomatoid	817	814-838	Adenomas and adenocarcinomas
8174/3	Preferred	Hepatocellular carcinoma, clear cell type	817	814-838	Adenomas and adenocarcinomas
8175/3	Preferred	Hepatocellular carcinoma, pleomorphic type	817	814-838	Adenomas and adenocarcinomas
8180/3	Preferred	Combined hepatocellular carcinoma and cholangiocarcinoma	818	814-838	Adenomas and adenocarcinomas
8180/3	Synonym	Hepatocholangiocarcinoma	818	814-838	Adenomas and adenocarcinomas
8180/3	Synonym	Mixed hepatocellular and bile duct carcinoma	818	814-838	Adenomas and adenocarcinomas
8190/0	Preferred	Trabecular adenoma	819	814-838	Adenomas and adenocarcinomas
8190/3	Preferred	Trabecular adenocarcinoma	819	814-838	Adenomas and adenocarcinomas
8190/3	Synonym	Trabecular carcinoma	819	814-838	Adenomas and adenocarcinomas
8191/0	Preferred	Embryonal adenoma	819	814-838	Adenomas and adenocarcinomas
8200/0	Preferred	Eccrine dermal cylindroma	820	814-838	Adenomas and adenocarcinomas
8200/3	Preferred	Adenoid cystic carcinoma	820	814-838	Adenomas and adenocarcinomas
8200/3	Synonym	Cylindroma, NOS	820	814-838	Adenomas and adenocarcinomas
8200/3	Synonym	Adenocarcinoma, cylindroid	820	814-838	Adenomas and adenocarcinomas
8200/3	Synonym	Adenocystic carcinoma	820	814-838	Adenomas and adenocarcinomas
8201/2	Preferred	Cribriform carcinoma in situ	820	814-838	Adenomas and adenocarcinomas
8201/2	Synonym	Ductal carcinoma in situ, cribriform type	820	814-838	Adenomas and adenocarcinomas
8201/3	Preferred	Cribriform carcinoma, NOS	820	814-838	Adenomas and adenocarcinomas
8201/3	Synonym	Ductal carcinoma, cribriform type	820	814-838	Adenomas and adenocarcinomas
8201/3	Synonym	Adenocarcinoma, cribriform comedo type	820	814-838	Adenomas and adenocarcinomas
8202/0	Preferred	Microcystic adenoma	820	814-838	Adenomas and adenocarcinomas
8204/0	Preferred	Lactating adenoma	820	814-838	Adenomas and adenocarcinomas
8210/0	Preferred	Adenomatous polyp, NOS	821	814-838	Adenomas and adenocarcinomas
8210/0	Synonym	Polypoid adenoma	821	814-838	Adenomas and adenocarcinomas
8210/2	Preferred	Adenocarcinoma in situ in adenomatous polyp	821	814-838	Adenomas and adenocarcinomas
8210/2	Synonym	Adenocarcinoma in situ in polyp, NOS	821	814-838	Adenomas and adenocarcinomas
8210/2	Synonym	Carcinoma in situ in polyp, NOS	821	814-838	Adenomas and adenocarcinomas
8210/2	Synonym	Adenocarcinoma in situ in polypoid adenoma	821	814-838	Adenomas and adenocarcinomas
8210/2	Synonym	Adenocarcinoma in situ in tubular adenoma	821	814-838	Adenomas and adenocarcinomas
8210/2	Synonym	Carcinoma in situ in adenomatous polyp	821	814-838	Adenomas and adenocarcinomas
8210/3	Preferred	Adenocarcinoma in adenomatous polyp	821	814-838	Adenomas and adenocarcinomas
8210/3	Synonym	Adenocarcinoma in polyp, NOS	821	814-838	Adenomas and adenocarcinomas
8210/3	Synonym	Carcinoma in polyp, NOS	821	814-838	Adenomas and adenocarcinomas
8210/3	Synonym	Adenocarcinoma in polypoid adenoma	821	814-838	Adenomas and adenocarcinomas
8210/3	Synonym	Adenocarcinoma in tubular adenoma	821	814-838	Adenomas and adenocarcinomas
8210/3	Synonym	Carcinoma in adenomatous polyp	821	814-838	Adenomas and adenocarcinomas
8211/0	Preferred	Tubular adenoma, NOS	821	814-838	Adenomas and adenocarcinomas
8211/3	Preferred	Tubular adenocarcinoma	821	814-838	Adenomas and adenocarcinomas
8211/3	Synonym	Tubular carcinoma	821	814-838	Adenomas and adenocarcinomas
8212/0	Preferred	Flat adenoma	821	814-838	Adenomas and adenocarcinomas
8213/0	Preferred	Serrated adenoma, NOS	821	814-838	Adenomas and adenocarcinomas
8213/0	Synonym	Traditional serrated adenoma	821	814-838	Adenomas and adenocarcinomas
8213/3	Preferred	Serrated adenocarcinoma	821	814-838	Adenomas and adenocarcinomas
8214/3	Preferred	Parietal cell carcinoma	821	814-838	Adenomas and adenocarcinomas
8214/3	Synonym	Parietal cell adenocarcinoma	821	814-838	Adenomas and adenocarcinomas
8215/3	Preferred	Adenocarcinoma of anal glands	821	814-838	Adenomas and adenocarcinomas
8215/3	Synonym	Adenocarcinoma of anal ducts	821	814-838	Adenomas and adenocarcinomas
8220/0	Preferred	Adenomatous polyposis coli	822	814-838	Adenomas and adenocarcinomas
8220/0	Synonym	Adenomatosis, NOS	822	814-838	Adenomas and adenocarcinomas
8220/0	Synonym	Familial polyposis coli	822	814-838	Adenomas and adenocarcinomas
8220/3	Preferred	Adenocarcinoma in adenomatous polyposis coli	822	814-838	Adenomas and adenocarcinomas
8221/0	Preferred	Multiple adenomatous polyps	822	814-838	Adenomas and adenocarcinomas
8221/3	Preferred	Adenocarcinoma in multiple adenomatous polyps	822	814-838	Adenomas and adenocarcinomas
8230/2	Preferred	Ductal carcinoma in situ, solid type	823	814-838	Adenomas and adenocarcinomas
8230/2	Synonym	Intraductal carcinoma, solid type	823	814-838	Adenomas and adenocarcinomas
8230/3	Preferred	Solid carcinoma, NOS	823	814-838	Adenomas and adenocarcinomas
8230/3	Synonym	Solid adenocarcinoma, NOS	823	814-838	Adenomas and adenocarcinomas
8230/3	Synonym	Solid adenocarcinoma with mucin formation	823	814-838	Adenomas and adenocarcinomas
8231/3	Preferred	Carcinoma simplex	823	814-838	Adenomas and adenocarcinomas
8240/3	Preferred	Neuroendocrine tumor, NOS	824	814-838	Adenomas and adenocarcinomas
8240/3	Synonym	Carcinoid tumor, NOS	824	814-838	Adenomas and adenocarcinomas
8240/3	Synonym	Carcinoid, NOS	824	814-838	Adenomas and adenocarcinomas
8240/3	Synonym	Neuroendocrine carcinoma, low grade	824	814-838	Adenomas and adenocarcinomas
8240/3	Synonym	Neuroendocrine carcinoma, well differentiated	824	814-838	Adenomas and adenocarcinomas
8240/3	Synonym	Typical carcinoid	824	814-838	Adenomas and adenocarcinomas
8241/3	Preferred	Enterochromaffin cell carcinoid	824	814-838	Adenomas and adenocarcinomas
8241/3	Synonym	Argentaffinoma, malignant	824	814-838	Adenomas and adenocarcinomas
8241/3	Synonym	Carcinoid tumor, argentaffin, malignant	824	814-838	Adenomas and adenocarcinomas
8241/3	Synonym	EC cell carcinoid	824	814-838	Adenomas and adenocarcinomas
8241/3	Synonym	Serotonin producing carcinoid	824	814-838	Adenomas and adenocarcinomas
8241/3	Synonym	Serotonin producing tumor	824	814-838	Adenomas and adenocarcinomas
8242/3	Preferred	Enterochromaffin-like cell tumor, malignant	824	814-838	Adenomas and adenocarcinomas
8242/3	Synonym	ECL cell carcinoid, malignant	824	814-838	Adenomas and adenocarcinomas
8243/3	Preferred	Goblet cell carcinoid	824	814-838	Adenomas and adenocarcinomas
8243/3	Synonym	Mucinous carcinoid	824	814-838	Adenomas and adenocarcinomas
8243/3	Synonym	Mucocarcinoid tumor	824	814-838	Adenomas and adenocarcinomas
8244/3	Preferred	Mixed adenoneuroendocrine carcinoma	824	814-838	Adenomas and adenocarcinomas
8244/3	Synonym	Combined carcinoid and adenocarcinoma	824	814-838	Adenomas and adenocarcinomas
8244/3	Synonym	Mixed carcinoid and adenocarcinoma	824	814-838	Adenomas and adenocarcinomas
8244/3	Synonym	Composite carcinoid	824	814-838	Adenomas and adenocarcinomas
8244/3	Synonym	MANEC	824	814-838	Adenomas and adenocarcinomas
8244/3	Synonym	Mixed carcinoid-adenocarcinoma	824	814-838	Adenomas and adenocarcinomas
8245/1	Preferred	Tubular carcinoid	824	814-838	Adenomas and adenocarcinomas
8245/3	Preferred	Adenocarcinoid tumor	824	814-838	Adenomas and adenocarcinomas
8246/3	Preferred	Neuroendocrine carcinoma, NOS	824	814-838	Adenomas and adenocarcinomas
8246/3	Synonym	Poorly differentiated neuroendocrine neoplasm	824	814-838	Adenomas and adenocarcinomas
8247/3	Preferred	Merkel cell carcinoma	824	814-838	Adenomas and adenocarcinomas
8247/3	Synonym	Merkel cell tumor	824	814-838	Adenomas and adenocarcinomas
8247/3	Synonym	Primary cutaneous neuroendocrine carcinoma	824	814-838	Adenomas and adenocarcinomas
8248/1	Preferred	Apudoma	824	814-838	Adenomas and adenocarcinomas
8249/3	Preferred	Neuroendocrine tumor, grade 2	824	814-838	Adenomas and adenocarcinomas
8249/3	Synonym	Atypical carcinoid tumor	824	814-838	Adenomas and adenocarcinomas
8250/0	Preferred	Atypical adenomatous hyperplasia	825	814-838	Adenomas and adenocarcinomas
8250/1	Preferred	Pulmonary adenomatosis	825	814-838	Adenomas and adenocarcinomas
8250/2	Preferred	Adenocarcinoma in situ of the lung, non-mucinous	825	814-838	Adenomas and adenocarcinomas
8250/3	Preferred	Lepidic adenocarcinoma	825	814-838	Adenomas and adenocarcinomas
8250/3	Synonym	Bronchiolo-alveolar adenocarcinoma, NOS	825	814-838	Adenomas and adenocarcinomas
8250/3	Synonym	Bronchiolo-alveolar carcinoma, NOS	825	814-838	Adenomas and adenocarcinomas
8250/3	Synonym	Alveolar cell carcinoma	825	814-838	Adenomas and adenocarcinomas
8250/3	Synonym	Bronchiolar adenocarcinoma	825	814-838	Adenomas and adenocarcinomas
8250/3	Synonym	Bronchiolar carcinoma	825	814-838	Adenomas and adenocarcinomas
8251/0	Preferred	Alveolar adenoma	825	814-838	Adenomas and adenocarcinomas
8251/3	Preferred	Alveolar adenocarcinoma	825	814-838	Adenomas and adenocarcinomas
8251/3	Synonym	Alveolar carcinoma	825	814-838	Adenomas and adenocarcinomas
8252/3	Preferred	Bronchiolo-alveolar carcinoma, non-mucinous	825	814-838	Adenomas and adenocarcinomas
8252/3	Synonym	Bronchiolo-alveolar carcinoma, Clara cell	825	814-838	Adenomas and adenocarcinomas
8252/3	Synonym	Bronchiolo-alveolar carcinoma, type II pneumocyte	825	814-838	Adenomas and adenocarcinomas
8253/2	Preferred	Adenocarcinoma in situ of the lung, mucinous	825	814-838	Adenomas and adenocarcinomas
8253/3	Preferred	Adenocarcinoma of the lung, mucinous	825	814-838	Adenomas and adenocarcinomas
8253/3	Synonym	Bronchiolo-alveolar carcinoma, mucinous	825	814-838	Adenomas and adenocarcinomas
8253/3	Synonym	Bronchiolo-alveolar carcinoma, goblet cell type	825	814-838	Adenomas and adenocarcinomas
8254/3	Preferred	Adenocarcinoma of the lung, mixed mucinous and non-mucinous	825	814-838	Adenomas and adenocarcinomas
